trade_id,symbol,timestamp,action,price,direction,nanpin_count,avg_price,sl_price,exit_reason,entry_diff,exit_diff,buy_ratio,peak_profit_pips
128,EUR_USD,2026-05-06 11:00,EXIT,1.17174,0,2,1.16956,1.17476,PRIMARY,2.098,-0.05,34.38,15.8
130,EUR_USD,2026-05-06 20:00,ENTRY_LONG,1.177,1,1,1.177,1.172,,-0.179,-0.582,28.25,0.0
130,EUR_USD,2026-05-06 22:00,NANPIN_LONG,1.17518,1,2,1.17609,1.17018,,-0.719,-0.658,30.05,0.0
130,EUR_USD,2026-05-07 01:00,NANPIN_LONG,1.17444,1,3,1.17554,1.16944,,-1.183,-0.636,30.81,0.0
130,EUR_USD,2026-05-08 16:00,NANPIN_LONG,1.17431,1,4,1.17523,1.16931,,-1.599,-0.147,30.89,0.0
130,EUR_USD,2026-05-09 01:00,EXIT,1.17712,0,4,1.17523,1.16931,FRI_CLOSE,-2.566,-0.37,27.63,26.6
134,EUR_USD,2026-05-12 23:00,ENTRY_SHORT,1.1736,-1,1,1.1736,1.1786,,0.188,0.388,36.17,0.0
134,EUR_USD,2026-05-13 03:00,NANPIN_SHORT,1.17406,-1,2,1.17383,1.17906,,1.401,0.647,39.67,0.0
134,EUR_USD,2026-05-13 10:00,NANPIN_SHORT,1.17388,-1,3,1.17385,1.17888,,1.967,0.482,37.02,0.0
134,EUR_USD,2026-05-15 19:00,EXIT,1.16494,0,3,1.17385,1.17888,ATR_TRAIL,7.095,0.704,51.6,110.5
148,EUR_USD,2026-05-25 16:00,ENTRY_LONG,1.16374,1,1,1.16374,1.15874,,-0.024,-0.275,46.12,0.0
148,EUR_USD,2026-05-26 08:00,NANPIN_LONG,1.16359,1,2,1.16366,1.15859,,-1.15,-0.233,45.77,0.0
148,EUR_USD,2026-05-27 00:00,EXIT,1.16194,0,2,1.16366,1.15859,PRIMARY,-0.838,0.014,48.52,10.8
152,EUR_USD,2026-06-02 02:00,ENTRY_SHORT,1.16348,-1,1,1.16348,1.16848,,0.106,0.345,47.28,0.0
